Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Yes,"BanklessDAO has a well-defined procedure for how members can fill the roles of Vault Multisig Signatory, Grants Committee Member. Vault Multisig Signatories and Grants Committee Members are chosen via an election process. Guilds and Departments generally have a well-defined procedure for filling roles, such as an election process.",Charles Adjovu,Bankless DAO,,"BanklessDAO Constitution, Translators Guild Governance Framework",Yes,100.0,100.000
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Yes,"BanklessDAO provides multifaceted activities to receive rewards. For example, ""Like a post in the BanklessDAO discussion forum"", ""Find and report a bug on Bankless Academy"", and ""Take notes during a ThriveCoin workstream meeting"".",Charles Adjovu,Bankless DAO,Medium,BanklessDAO's Profile on Thrivecoin,Yes,100.0,100.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,"BanklessDAO has a collective treasury managed by $BANK token holders, managed by a Gnosis Safe that requires three out of five signatures to approve transactions.",Charles Adjovu,Bankless DAO,,"BanklessDAO's Profile on Safe{Wallet}, BanklessDAO Constitution",Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",Yes,"BanklessDAO uses $THRIVE as a currency to recognize and reward contributions (i.e., labor). BanklessDAO also uses Praise for peer recognition and rewarding contributions.",Charles Adjovu,Bankless DAO,,"BanklessDAO's Profile on Thrivecoin, BanklessDAO's Profile on Praise, How to use Praise",Yes,100.0,100.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,"The collective membership mark is the $BANK token. Specifically, holding $BANK tokens signifies membership in BanklessDAO.",Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Yes,"Vault Multisig Signatories are subject to removal by the members if a member can ""gather[] consensus via Forum on the no-confidence state of a vault multisig signer or the vault multisig signers as a whole.""
",Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Yes,100.0,100.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Yes,BanklessDAO's constitution describes how the constitution can be amended through the bDIP template.,Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Yes,100.0,100.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Yes,BanklessDAO's constitution describes the types of proposals and decision-making methods in BanklessDAO's governance system.,Charles Adjovu,Bankless DAO,,BanklessDAO Constitution,Yes,100.0,100.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,Partial,"The $BANK token represents governance  rights in BanklessDAO, but does not confer onto holders economic rights in BanklessDAO. Though, this distinction may not be true because $BANK tokens are tradeable.",Charles Adjovu,Bankless DAO,,"BanklessDAO Constitution, FAQs, Getting Started with BanklessDAO",Partial,50.0,50.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,No,$BANK tokens are tradeable on Uniswap for $ETH or ERC-20 tokens.,Charles Adjovu,Bankless DAO,,"$BANK Price Profile on CoinGecko, FAQs",No,0.0,0.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Yes,"BanklessDAO's Education Department hosts live sessions to educate memebrs on BanklessDAO's internal workings, including hosting sessions on BanklessDAO's governance processes. Additionally, BanklessDAO produces materials to educate members on BanklessDAO's governance processes, including a cheatsheet for governance, and a recorded video of a live session going over BanklessDAO's governance.",Charles Adjovu,Bankless DAO,,"How to BANK (Governance), How to Governance with Bankless Education Guild, Cheatsheet for Governance",Yes,100.0,100.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,BanklessDAO publishes publicly available content on its activities in the BanklessDAO Weekly Rollup newsletter and BanklessDAO Medium blog.,Charles Adjovu,Bankless DAO,,"BanklessDAO Weekly Rollup, A Wedding Announcement From Bankless Publishing, BanklessDAO Publication on Medium",Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Yes,"BanklessDAO has explicitly stated its purpose, values and norms.",Charles Adjovu,Bankless DAO,Easy,"""BanklessDAO's Mission, Vision, and Values""",Yes,100.0,100.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Yes,"BanklessDAO's organizational structure is visible and accessible on Sobol. BanklessDAO also provides a unified Dashboard via Nodeblocks to track membership, treasury, and governance activities. However, there is not a unified dashboard for contributors and their activities across all of the departments and guilds, despite the use of DeWork.",Charles Adjovu,Bankless DAO,,"BanklessDAO Organizational Map on Sobol, BanklessDAO Dashboard, BanklessDAO Website Profile on DeWork",Yes,100.0,100.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,BanklessDAO's governance activities can be examined on Snapshot at free to low-cost.,Charles Adjovu,Bankless DAO,,BanklessDAO Profile on Snapshot,Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Yes,BanklessDAO's constitution is publicly accessible at free to low-cost on Github.,Charles Adjovu,Bankless DAO,,"BanklessDAO Constitution, BanklessDAO Profile on Snapshot, BanklessDAO Wiki on Notion",Yes,100.0,100.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Yes,The BanklessDAO Bounty Board is licensed under the MIT License. The BanklessDAO Administrative bot is licensed under the Business Source License 1.1. ,Charles Adjovu,Bankless DAO,Medium,"BanklessDAO Administrative bot Business Source License, Bounty Board's MIT License",Yes,100.0,100.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,BanklessDAO operates on the Ethereum blockchain (mainnet) and Polygon blockchain. ,Charles Adjovu,Bankless DAO,Hard,"Getting Started with BanklessDAO, Bankless Rewards x ThriveCoin",Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,BanklessDAO explicitly describes the compensation structure for contributors by defining contribution activities and rewards for each contribution activity.,Charles Adjovu,Bankless DAO,,BanklessDAO's Profile on Thrivecoin,Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Yes,"BanklessDAO's DAOStewards is currently participating in proposals in ArbitrumDAO.
",Charles Adjovu,Bankless DAO,,DAOStewards Tweet,Yes,100.0,100.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Yes,"BanklessDAO's DAOStewards group acts as a delegate or in another governance role in other DAOs, such as Aribtrum DAO,  VitaDAO, Safe, and Optimism.
",Charles Adjovu,Bankless DAO,,"DAOStewards S9 Proposal, Lean in to Community | BanklessDAO Weekly Rollup",Yes,100.0,100.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,BanklessDAO uses Gnosis Safe for treasury management.,Charles Adjovu,Bankless DAO,Easy,BanklessDAO's Profile on Safe{Wallet},Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,Yes,BanklessDAO utilizes ThriveCoin and Coordinape for contribution-tracking.,Charles Adjovu,Bankless DAO,Easy,"BanklessDAO's Profile on Thrivecoin, FAQs, How to use Coordinape, BanklessDAO's Profile on Praise",Yes,100.0,100.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,"BanklessDAO uses Snapshot for decision-making. Specifically, BanklessDAO uses Snapshot for voting. ",Charles Adjovu,Bankless DAO,Medium,BanklessDAO Profile on Snapshot,Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Does not answer question,,Charles Adjovu,Bankless DAO,,,Does not answer question,0.0,0.000
